,filename,transcription,filepath
866,tem_09222_01552632850,నా కొడుకుకి రెండు,end_to_end\tem_09222_01552632850.wav
867,tem_00974_01152267481,ఈ జన్య రాగాలకీ అనేక విభజనలున్నాయి,end_to_end\tem_00974_01152267481.wav
868,tem_02812_00821481022,దీనిని బైమోడ్ అని అందురు,end_to_end\tem_02812_00821481022.wav
869,tem_09525_01078037568,పిన్ కోడ్ అయిదు లక్షల పదునయిదు వేల అయిదు వందల ఒకటి,end_to_end\tem_09525_01078037568.wav
870,tem_02812_01547795805,అవును నేనే అక్కినేని నాగార్జున వ్యాసం రాసింది,end_to_end\tem_02812_01547795805.wav
871,tem_09584_00765217566,సంగ్రహించిన తేదీ రెండు కోట్ల లక్ష తొమ్మిది వందల పన్నెండు,end_to_end\tem_09584_00765217566.wav
872,tem_02812_01960404735,ఇతడు చ్యవన మహర్షి మరియు సుకన్యల పుత్రుడు,end_to_end\tem_02812_01960404735.wav
873,tem_08377_00276363824,ఆరు నుంచి ఎనిమిది ఎముకలు విరిగిపోతాయి\n,end_to_end\tem_08377_00276363824.wav
874,tem_03338_01271750096,ది నిల్సన్ రిపోర్ట్ డిసెంబర్ రెండు వేలు తొమ్మిది,end_to_end\tem_03338_01271750096.wav
875,tem_09222_02065173957,ఈ గ్రామంలో శ్రీ రామాలయం ఉన్నది,end_to_end\tem_09222_02065173957.wav
876,tem_05479_00701698409,గొంతుకపోక గొంతునబడి\n,end_to_end\tem_05479_00701698409.wav
877,tem_05479_00085932011,ఆంగ్ల వికీలో బొమ్మలకు తరచు అలాంటి వర్గాల మూసలు చూశాను,end_to_end\tem_05479_00085932011.wav
878,tem_06359_01093605370,పుప్పొడి తిత్తులు నాలుగు గదులు,end_to_end\tem_06359_01093605370.wav
879,tem_04272_01372691189,ఏమయినా అయోమయ నివృత్తి పేజీలను తయారు చేద్దాం,end_to_end\tem_04272_01372691189.wav
880,tem_02769_01052952449,ధనమును ఇంగ్లీషులో  అంటారు,end_to_end\tem_02769_01052952449.wav
881,tem_02769_01757863995,ఉష్ణోగ్రత నలభై అయిదు డిగ్రీలు సెల్షియస్ ఉంటుంది,end_to_end\tem_02769_01757863995.wav
882,tem_06359_01602416313,జిల్లా తూర్పు సరిహద్దులో బంగాళాఖాతం ఉంది,end_to_end\tem_06359_01602416313.wav
883,tem_09015_00287546525,ఏడుమొగ్గల్ని కొద్దినీళ్లలో మరిగించాలి,end_to_end\tem_09015_00287546525.wav
884,tem_08680_01073139273,దాదాసాహెబ్ ఫాల్కే అవార్డు పొందిన తొలి దక్షిణ భారతీయుడు\n,end_to_end\tem_08680_01073139273.wav
885,tem_09015_01391412820,కుటుంబము కొరకు ఇక నేనా పాపము చేయను,end_to_end\tem_09015_01391412820.wav
886,tem_04272_01769421922,తరువాత ఎన్నో మంచి చిత్రాలకు కధ మాటలు పాటలు రాశారు,end_to_end\tem_04272_01769421922.wav
887,tem_08680_00525984557,కరివేపా ఆకును ఇంగ్లీషులో అని పిలుస్తారు\n,end_to_end\tem_08680_00525984557.wav
888,tem_02812_01951159288,వారు వారి కుటుంబమంతా గర్వించింది,end_to_end\tem_02812_01951159288.wav
889,tem_09015_01031978566,మండల పరిషత్తు ప్రాథమిక పాఠశాల,end_to_end\tem_09015_01031978566.wav
890,tem_03338_00637219073,ఈ బుద్ధుని దేహము నీలి రంగు,end_to_end\tem_03338_00637219073.wav
891,tem_05479_01798829944,తగు మాత్రం పండించు కునే వారు\n,end_to_end\tem_05479_01798829944.wav
892,tem_06917_00035143689,విశ్వనాథ సత్యనారాయణ రచనలు ఇక్కడ ఇవ్వబడ్డాయి,end_to_end\tem_06917_00035143689.wav
893,tem_03338_01122233853,తల్లితో అభిప్రాయ బేధములు ఉంటాయి,end_to_end\tem_03338_01122233853.wav
894,tem_02769_01877452066,దాని వలన ప్రయోజనం శూన్యం,end_to_end\tem_02769_01877452066.wav
895,tem_09525_02052253973,వెంకటపతికి మొక్కు అని చెబితేనే మొక్కేవాడు\n,end_to_end\tem_09525_02052253973.wav
896,tem_04771_01762916430,కొంచెం కుడివైపు వెళ్ళండి,end_to_end\tem_04771_01762916430.wav
897,tem_07220_01327811357,వాణి గింజల నుండి తైలము దీసెదరు,end_to_end\tem_07220_01327811357.wav
898,tem_02812_00202177527,ఆ సమయాన వసుధ సకల సస్యాలతోనూ రాణించింది,end_to_end\tem_02812_00202177527.wav
899,tem_02812_00543146442,ఇది పూర్తి వినోదభరితం,end_to_end\tem_02812_00543146442.wav
900,tem_07220_00077555478,యజుర్వేద పురుషుడిని ఇలా దర్శించారు,end_to_end\tem_07220_00077555478.wav
901,tem_00113_01757115231,హ్యరీ యొక్క మూడవ సంవత్సరం బావుంది,end_to_end\tem_00113_01757115231.wav
902,tem_04272_00911154295,దీని ద్వారా చుట్టు ప్రక్కల పది గ్రామాలకు నీటి సరఫరా జరుగుతున్నది,end_to_end\tem_04272_00911154295.wav
903,tem_06917_01794414510,ప్రభుత్వ ప్రాధమిక మరియు ఉన్నత పాఠశాల కలదు,end_to_end\tem_06917_01794414510.wav
904,tem_06359_01940434779,ముంగండ గ్రామం అగ్రహార గ్రామం,end_to_end\tem_06359_01940434779.wav
905,tem_06885_01932116005,గ్రామ విస్తీర్ణం వెయ్యి ముప్పై హెక్టారులు,end_to_end\tem_06885_01932116005.wav
906,tem_02812_00933866814,చేపల కోసం గాలిస్తాడు,end_to_end\tem_02812_00933866814.wav
907,tem_06917_00611996679,వారి తరువాత స్థానంలో భారతదేశం ఉంది,end_to_end\tem_06917_00611996679.wav
908,tem_06359_00713660538,అని ఎలుగెత్తి ప్రార్థించాడు,end_to_end\tem_06359_00713660538.wav
909,tem_03338_01722197563,చరిత్రలో ఈ రోజున జరిగిన సంగతులు,end_to_end\tem_03338_01722197563.wav
910,tem_03338_01668353622,ఒక రోజుకు ఇరవై నాలుగు గంటలు లేదా అరవై ఘడియలు,end_to_end\tem_03338_01668353622.wav
911,tem_02769_00708173019,మద్రాసు యూనివర్శిటీలో ఎంఏ,end_to_end\tem_02769_00708173019.wav
912,tem_00682_00709729751,సముద్రపు ఒడ్డున లేక పోయినా ఈ ఊరు పేరు చివర పట్నం ఉండటం గమనార్హం,end_to_end\tem_00682_00709729751.wav
913,tem_03338_01013973981,పంటలు సమృద్ధిగా పండుతాయి,end_to_end\tem_03338_01013973981.wav
914,tem_07220_01393642713,ఈ ధర్మన్నే ఎంట్రోపీ మర్పు అంటారు,end_to_end\tem_07220_01393642713.wav
915,tem_08680_00496210328,ఇతరులు దాన్ని పరిశీలించి తగు చర్యలు తీసుకుంటారు\n,end_to_end\tem_08680_00496210328.wav
916,tem_09222_02024214462,ఇక్కడ సుబ్రహ్మణ్య స్వామి వారి ఆలయము కలదు,end_to_end\tem_09222_02024214462.wav
917,tem_02812_01758233043,మరి నాడీ మండలం అంటే ఏమిటి,end_to_end\tem_02812_01758233043.wav
918,tem_09222_00278643322,రెడ్డి తెలుగు సినిమా దర్శకుడు మరియు నిర్మాత\n,end_to_end\tem_09222_00278643322.wav
919,tem_06359_00782495418,రాయలగారికి అన్నపూర్ణతో వివాహమైనది,end_to_end\tem_06359_00782495418.wav
920,tem_03338_00606084747,అందులో ఒకటి భారత దేశానికి చెందినది,end_to_end\tem_03338_00606084747.wav
921,tem_04272_01235826211,భారతి అనే సాంస్కృతిక సాహితీ పత్రికను ప్రారంభించాడు,end_to_end\tem_04272_01235826211.wav
922,tem_07220_00709964946,అతన్ని తన సహాయకునిగా పెట్టుకున్నారు,end_to_end\tem_07220_00709964946.wav
923,tem_07220_01822256014,యమ్ సి రాబర్టసన్ దొర గారు,end_to_end\tem_07220_01822256014.wav
924,tem_04272_01848216657,ఒకవేళ మీరే గనుక తీసి ఉంటే మీకు నా ఎక్కువ అభినందనలు,end_to_end\tem_04272_01848216657.wav
925,tem_03338_00341760345,పిన్ కోడ్ అయిదు లక్షలు ఎనిమిది వేలు మూడు వందలు డెబ్బై ఆరు,end_to_end\tem_03338_00341760345.wav
926,tem_04771_00496195997,మూడు వందల మీటర్‌లలో,end_to_end\tem_04771_00496195997.wav
927,tem_00682_00645718291,మిర్యాలగూడ ఈ ఊరికి వాణిజ్య కేంద్రం,end_to_end\tem_00682_00645718291.wav
928,tem_03338_00918510412,పిన్ కోడ్ అయిదు వందలు ముప్పై మూడు రెండు వందలు అరవై మూడు,end_to_end\tem_03338_00918510412.wav
929,tem_08680_00352539277,ఈ విషయాలపై నిర్వాహకులకు ప్రత్యేకమైన పాత్ర లేదు\n,end_to_end\tem_08680_00352539277.wav
930,tem_07220_01791978625,జిల్లాలో సివిలియన్ భాషవాడుకలో ఉంది,end_to_end\tem_07220_01791978625.wav
